Course,Unit,Chapter,Front,Back
BIO 171: Cellular Biology,3,14: DNA Structure and Function,Eukaryotic chromosomes have linear [...].,Eukaryotic chromosomes have linear geometry.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,[...] chromosomes have linear geometry.,Eukaryotic chromosomes have linear geometry.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,Eukaryotic chromosomes have [...] geometry.,Eukaryotic chromosomes have linear geometry.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,A(n) advantage of circular (bacterial) chromosomes is that it allows the entier length of a(n) tempate DNA strand to be copied because [...] is always [...] or [...].,A(n) advantage of circular (bacterial) chromosomes is that it allows the entier length of a(n) tempate DNA strand to be copied because a free 3' is always available or can be made.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,A(n) advantage of circular (bacterial) chromosomes is that it allows the entier length of a(n) tempate [...] strand to be copied because a free 3' is always available or can be made.,A(n) advantage of circular (bacterial) chromosomes is that it allows the entier length of a(n) tempate DNA strand to be copied because a free 3' is always available or can be made.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,A(n) advantage of circular (bacterial) chromosomes is that it allows the entier length of a(n) [...] DNA strand to be copied because a free 3' is always available or can be made.,A(n) advantage of circular (bacterial) chromosomes is that it allows the entier length of a(n) tempate DNA strand to be copied because a free 3' is always available or can be made.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,A(n) advantage of circular (bacterial) chromosomes is that it allows the [...] of a(n) tempate DNA strand to be copied because a free 3' is always available or can be made.,A(n) advantage of circular (bacterial) chromosomes is that it allows the entier length of a(n) tempate DNA strand to be copied because a free 3' is always available or can be made.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,A(n) [...] of circular (bacterial) chromosomes is that it allows the entier length of a(n) tempate DNA strand to be copied because a free 3' is always available or can be made.,A(n) advantage of circular (bacterial) chromosomes is that it allows the entier length of a(n) tempate DNA strand to be copied because a free 3' is always available or can be made.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,A(n) advantage of [...] chromosomes is that it allows the entier length of a(n) tempate DNA strand to be copied because a free 3' is always available or can be made.,A(n) advantage of circular (bacterial) chromosomes is that it allows the entier length of a(n) tempate DNA strand to be copied because a free 3' is always available or can be made.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,A(n) advantage of circular (bacterial) [...] is that it allows the entier length of a(n) tempate DNA strand to be copied because a free 3' is always available or can be made.,A(n) advantage of circular (bacterial) chromosomes is that it allows the entier length of a(n) tempate DNA strand to be copied because a free 3' is always available or can be made.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,A(n) advantage of circular (bacterial) chromosomes is that it allows the entier length of a(n) tempate DNA strand to be [...] because a free 3' is always available or can be made.,A(n) advantage of circular (bacterial) chromosomes is that it allows the entier length of a(n) tempate DNA strand to be copied because a free 3' is always available or can be made.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,A(n) problem with circular (bacterial) [...] is that they create steric hinderance as the helix is unwound.,A(n) problem with circular (bacterial) chromosomes is that they create steric hinderance as the helix is unwound.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,A(n) problem with circular (bacterial) chromosomes is that they [...] as the helix is unwound.,A(n) problem with circular (bacterial) chromosomes is that they create steric hinderance as the helix is unwound.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,A(n) problem with [...] chromosomes is that they create steric hinderance as the helix is unwound.,A(n) problem with circular (bacterial) chromosomes is that they create steric hinderance as the helix is unwound.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,A(n) problem with circular (bacterial) chromosomes is that they create steric hinderance as the [...] is [...].,A(n) problem with circular (bacterial) chromosomes is that they create steric hinderance as the helix is unwound.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,A(n) [...] with circular (bacterial) chromosomes is that they create steric hinderance as the helix is unwound.,A(n) problem with circular (bacterial) chromosomes is that they create steric hinderance as the helix is unwound.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"A(n) advantage of linear (eukaryotic) [...] is that steric tensions are less of an issue, but do require topoisomerases.","A(n) advantage of linear (eukaryotic) chromosomes is that steric tensions are less of an issue, but do require topoisomerases."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"A(n) advantage of linear (eukaryotic) chromosomes is that steric tensions are less of an issue, but do require [...].","A(n) advantage of linear (eukaryotic) chromosomes is that steric tensions are less of an issue, but do require topoisomerases."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"A(n) [...] of linear (eukaryotic) chromosomes is that steric tensions are less of an issue, but do require topoisomerases.","A(n) advantage of linear (eukaryotic) chromosomes is that steric tensions are less of an issue, but do require topoisomerases."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"A(n) advantage of [...] chromosomes is that steric tensions are less of an issue, but do require topoisomerases.","A(n) advantage of linear (eukaryotic) chromosomes is that steric tensions are less of an issue, but do require topoisomerases."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"A(n) advantage of linear (eukaryotic) chromosomes is that [...] are less of an issue, but do require topoisomerases.","A(n) advantage of linear (eukaryotic) chromosomes is that steric tensions are less of an issue, but do require topoisomerases."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"A(n) advantage of linear (eukaryotic) chromosomes is that steric tensions are [...] of an issue, but do require topoisomerases.","A(n) advantage of linear (eukaryotic) chromosomes is that steric tensions are less of an issue, but do require topoisomerases."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"A(n) problem is linear (eukaryotic) chromosomes is that they [...], [...].","A(n) problem is linear (eukaryotic) chromosomes is that they cannot synthesize the 5' most end of the DNA strand, for lack of a 3' end."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"A(n) problem is linear (eukaryotic) [...] is that they cannot synthesize the 5' most end of the DNA strand, for lack of a 3' end.","A(n) problem is linear (eukaryotic) chromosomes is that they cannot synthesize the 5' most end of the DNA strand, for lack of a 3' end."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"A(n) problem is [...] chromosomes is that they cannot synthesize the 5' most end of the DNA strand, for lack of a 3' end.","A(n) problem is linear (eukaryotic) chromosomes is that they cannot synthesize the 5' most end of the DNA strand, for lack of a 3' end."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"A(n) [...] is linear (eukaryotic) chromosomes is that they cannot synthesize the 5' most end of the DNA strand, for lack of a 3' end.","A(n) problem is linear (eukaryotic) chromosomes is that they cannot synthesize the 5' most end of the DNA strand, for lack of a 3' end."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,Telomerase makes [...].,Telomerase makes telomeres.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,[...] makes telomeres.,Telomerase makes telomeres.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,[...] repeats can be 1000's of bases long.,Telomere repeats can be 1000's of bases long.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,Telomere [...] can be 1000's of bases long.,Telomere repeats can be 1000's of bases long.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,Telomere repeats can be [...] of bases long.,Telomere repeats can be 1000's of bases long.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,Telomere repeats can be 1000's of [...] long.,Telomere repeats can be 1000's of bases long.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,A(n) protein structure called [...] protects telomeres by hiding raw DNA ends.,A(n) protein structure called Shelterin Complex protects telomeres by hiding raw DNA ends.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,A(n) protein structure called Shelterin Complex [...] telomeres by hiding raw DNA ends.,A(n) protein structure called Shelterin Complex protects telomeres by hiding raw DNA ends.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,A(n) protein structure called Shelterin Complex protects telomeres by [...].,A(n) protein structure called Shelterin Complex protects telomeres by hiding raw DNA ends.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,A(n) [...] called Shelterin Complex protects telomeres by hiding raw DNA ends.,A(n) protein structure called Shelterin Complex protects telomeres by hiding raw DNA ends.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,A(n) protein structure called Shelterin Complex protects [...] by hiding raw DNA ends.,A(n) protein structure called Shelterin Complex protects telomeres by hiding raw DNA ends.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"DNA functions well as the chemical basis of heredity, beccause of its low [...].","DNA functions well as the chemical basis of heredity, beccause of its low mutation rate."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"DNA functions well as the chemical basis of [...], beccause of its low mutation rate.","DNA functions well as the chemical basis of heredity, beccause of its low mutation rate."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"DNA functions well as the chemical basis of heredity, beccause of its [...] mutation rate.","DNA functions well as the chemical basis of heredity, beccause of its low mutation rate."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"[...] functions well as the chemical basis of heredity, beccause of its low mutation rate.","DNA functions well as the chemical basis of heredity, beccause of its low mutation rate."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"DNA functions well as the [...] basis of heredity, beccause of its low mutation rate.","DNA functions well as the chemical basis of heredity, beccause of its low mutation rate."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"During [...], mutations are edited by DNA Polymerase III, by detecting variations in the width of the DNA helix.","During replication, mutations are edited by DNA Polymerase III, by detecting variations in the width of the DNA helix."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"During replication, [...] are edited by DNA Polymerase III, by detecting variations in the width of the DNA helix.","During replication, mutations are edited by DNA Polymerase III, by detecting variations in the width of the DNA helix."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"During replication, mutations are edited by [...], by detecting variations in the width of the DNA helix.","During replication, mutations are edited by DNA Polymerase III, by detecting variations in the width of the DNA helix."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"During replication, mutations are [...] by DNA Polymerase III, by detecting variations in the width of the DNA helix.","During replication, mutations are edited by DNA Polymerase III, by detecting variations in the width of the DNA helix."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"During replication, mutations are edited by DNA Polymerase III, by [...] in the width of the DNA helix.","During replication, mutations are edited by DNA Polymerase III, by detecting variations in the width of the DNA helix."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"During replication, mutations are edited by DNA Polymerase III, by detecting variations in the [...] of the DNA helix.","During replication, mutations are edited by DNA Polymerase III, by detecting variations in the width of the DNA helix."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"During replication, mutations are edited by DNA Polymerase III, by detecting variations in the width of the [...].","During replication, mutations are edited by DNA Polymerase III, by detecting variations in the width of the DNA helix."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"As the [...] advances, areas that are 5' of the primers are not replicated because there is no 3' end available.","As the replication fork advances, areas that are 5' of the primers are not replicated because there is no 3' end available."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"As the replication fork [...], areas that are 5' of the primers are not replicated because there is no 3' end available.","As the replication fork advances, areas that are 5' of the primers are not replicated because there is no 3' end available."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"As the replication fork advances, areas that are [...] of the primers are not replicated because there is no 3' end available.","As the replication fork advances, areas that are 5' of the primers are not replicated because there is no 3' end available."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"As the replication fork advances, areas that are 5' of the [...] are not replicated because there is no 3' end available.","As the replication fork advances, areas that are 5' of the primers are not replicated because there is no 3' end available."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"As the replication fork advances, areas that are 5' of the primers are [...] because there is no 3' end available.","As the replication fork advances, areas that are 5' of the primers are not replicated because there is no 3' end available."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"As the replication fork advances, areas that are 5' of the primers are not replicated because [...].","As the replication fork advances, areas that are 5' of the primers are not replicated because there is no 3' end available."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"The enzyme topoisomerase cuts both strands of the [...], and allows it to spin loosely to relieve the torsional strain.","The enzyme topoisomerase cuts both strands of the DNA, and allows it to spin loosely to relieve the torsional strain."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"The enzyme topoisomerase cuts both strands of the DNA, and allows it to spin loosely to [...] the torsional strain.","The enzyme topoisomerase cuts both strands of the DNA, and allows it to spin loosely to relieve the torsional strain."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"The enzyme topoisomerase [...] of the DNA, and allows it to spin loosely to relieve the torsional strain.","The enzyme topoisomerase cuts both strands of the DNA, and allows it to spin loosely to relieve the torsional strain."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"The enzyme topoisomerase cuts both strands of the DNA, and allows it to [...] to relieve the torsional strain.","The enzyme topoisomerase cuts both strands of the DNA, and allows it to spin loosely to relieve the torsional strain."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"The enzyme topoisomerase cuts both strands of the DNA, and allows it to spin loosely to relieve the [...].","The enzyme topoisomerase cuts both strands of the DNA, and allows it to spin loosely to relieve the torsional strain."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"The enzyme [...] cuts both strands of the DNA, and allows it to spin loosely to relieve the torsional strain.","The enzyme topoisomerase cuts both strands of the DNA, and allows it to spin loosely to relieve the torsional strain."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"The [...] topoisomerase cuts both strands of the DNA, and allows it to spin loosely to relieve the torsional strain.","The enzyme topoisomerase cuts both strands of the DNA, and allows it to spin loosely to relieve the torsional strain."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,True or False? Each person's DNA is unique. [...],True or False? Each person's DNA is unique. True
BIO 171: Cellular Biology,3,14: DNA Structure and Function,True or False? It is possible to determine predisposition to diseases by looking at genes. [...],True or False? It is possible to determine predisposition to diseases by looking at genes. True
BIO 171: Cellular Biology,3,14: DNA Structure and Function,True or False? Cellular DNA is inherited from the mother only. [...],True or False? Cellular DNA is inherited from the mother only. False
BIO 171: Cellular Biology,3,14: DNA Structure and Function,True or False? Mitochondrial DNA is inheritied from the mother only. [...],True or False? Mitochondrial DNA is inheritied from the mother only. True
BIO 171: Cellular Biology,3,14: DNA Structure and Function,True or False? Cellular DNA is inheritied from both parents. [...],True or False? Cellular DNA is inheritied from both parents. True
BIO 171: Cellular Biology,3,14: DNA Structure and Function,True or False? Mitochondrial DNA is inherited from both parents. [...],True or False? Mitochondrial DNA is inherited from both parents. False
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"True or False? Mutations that occur after DNA replication, because of exposure to chemicals and radiation, cannot be repaired. [...]","True or False? Mutations that occur after DNA replication, because of exposure to chemicals and radiation, cannot be repaired. False"
BIO 171: Cellular Biology,3,14: DNA Structure and Function,DNA Replication Enzymes: [...] Unwinds the double helix.,DNA Replication Enzymes: Helicase Unwinds the double helix.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,DNA Replication Enzymes: Helicase [...].,DNA Replication Enzymes: Helicase Unwinds the double helix.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,DNA Replication Enzymes: [...] synthesizes RNA primers.,DNA Replication Enzymes: Primase synthesizes RNA primers.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,DNA Replication Enzymes: Primase [...].,DNA Replication Enzymes: Primase synthesizes RNA primers.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,DNA Replication Enzymes: [...] stabilizes single-stranded regions.,DNA Replication Enzymes: Single-Strand Binding Protein stabilizes single-stranded regions.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,DNA Replication Enzymes: Single-Strand Binding Protein [...].,DNA Replication Enzymes: Single-Strand Binding Protein stabilizes single-stranded regions.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,DNA Replication Enzymes: [...] relieves torque.,DNA Replication Enzymes: DNA Gyrase relieves torque.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,DNA Replication Enzymes: DNA Gyrase [...].,DNA Replication Enzymes: DNA Gyrase relieves torque.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,DNA Replication Enzymes: [...] synthesizes DNA.,DNA Replication Enzymes: DNA Polymerase III synthesizes DNA.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,DNA Replication Enzymes: DNA Polymerase III [...].,DNA Replication Enzymes: DNA Polymerase III synthesizes DNA.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,DNA Replication Enzymes: [...] erases the primer and fills gaps.,DNA Replication Enzymes: DNA Polymerase I erases the primer and fills gaps.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,DNA Replication Enzymes: DNA Polymerase I [...].,DNA Replication Enzymes: DNA Polymerase I erases the primer and fills gaps.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"DNA Replication Enzymes: [...] joins the ends of DNA segments, and is responsible for DNA repair.","DNA Replication Enzymes: DNA Ligase joins the ends of DNA segments, and is responsible for DNA repair."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"DNA Replication Enzymes: DNA Ligase [...], and is responsible for [...].","DNA Replication Enzymes: DNA Ligase joins the ends of DNA segments, and is responsible for DNA repair."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,The lagging strand nees to be cleaned up because it is [...] with RNA.,The lagging strand nees to be cleaned up because it is interspersed with RNA.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,The [...] nees to be cleaned up because it is interspersed with RNA.,The lagging strand nees to be cleaned up because it is interspersed with RNA.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,The lagging strand nees to be [...] because it is interspersed with RNA.,The lagging strand nees to be cleaned up because it is interspersed with RNA.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,The lagging strand nees to be cleaned up because it is interspersed with [...].,The lagging strand nees to be cleaned up because it is interspersed with RNA.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,Ligase [...] the backbone of the DNA helix.,Ligase seals the backbone of the DNA helix.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,Ligase seals the backbone of the [...].,Ligase seals the backbone of the DNA helix.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,Ligase seals the [...] of the DNA helix.,Ligase seals the backbone of the DNA helix.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,[...] seals the backbone of the DNA helix.,Ligase seals the backbone of the DNA helix.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"As the DNA helix is [...], it causes the parent DNA helix to kink up. This kinking represents a force that pushes back against the unwinding activities of helicase. Eventually, this overwhelms the ability of helicase to move forward.","As the DNA helix is unwound, it causes the parent DNA helix to kink up. This kinking represents a force that pushes back against the unwinding activities of helicase. Eventually, this overwhelms the ability of helicase to move forward."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"As the DNA helix is unwound, it causes the parent DNA helix to kink up. This kinking represents a force that pushes back against the unwinding activities of [...]. Eventually, this overwhelms the ability of [...] to move forward.","As the DNA helix is unwound, it causes the parent DNA helix to kink up. This kinking represents a force that pushes back against the unwinding activities of helicase. Eventually, this overwhelms the ability of helicase to move forward."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"As the DNA helix is unwound, it causes the parent DNA helix to kink up. This kinking represents a force that pushes back against the unwinding activities of helicase. Eventually, this [...] the ability of helicase to move forward.","As the DNA helix is unwound, it causes the parent DNA helix to kink up. This kinking represents a force that pushes back against the unwinding activities of helicase. Eventually, this overwhelms the ability of helicase to move forward."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"As the DNA helix is unwound, it causes the parent DNA helix to kink up. This kinking represents a force that pushes back against the unwinding activities of helicase. Eventually, this overwhelms the ability of helicase to [...].","As the DNA helix is unwound, it causes the parent DNA helix to kink up. This kinking represents a force that pushes back against the unwinding activities of helicase. Eventually, this overwhelms the ability of helicase to move forward."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"As the [...] is unwound, it causes the parent DNA helix to kink up. This kinking represents a force that pushes back against the unwinding activities of helicase. Eventually, this overwhelms the ability of helicase to move forward.","As the DNA helix is unwound, it causes the parent DNA helix to kink up. This kinking represents a force that pushes back against the unwinding activities of helicase. Eventually, this overwhelms the ability of helicase to move forward."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"As the DNA helix is unwound, it causes the parent DNA helix to [...]. This [...] represents a force that pushes back against the unwinding activities of helicase. Eventually, this overwhelms the ability of helicase to move forward.","As the DNA helix is unwound, it causes the parent DNA helix to kink up. This kinking represents a force that pushes back against the unwinding activities of helicase. Eventually, this overwhelms the ability of helicase to move forward."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"As the DNA helix is unwound, it causes the [...] to kink up. This kinking represents a force that pushes back against the unwinding activities of helicase. Eventually, this overwhelms the ability of helicase to move forward.","As the DNA helix is unwound, it causes the parent DNA helix to kink up. This kinking represents a force that pushes back against the unwinding activities of helicase. Eventually, this overwhelms the ability of helicase to move forward."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"As the DNA helix is unwound, it causes the parent DNA helix to kink up. This kinking represents a force that [...] against the [...] of helicase. Eventually, this overwhelms the ability of helicase to move forward.","As the DNA helix is unwound, it causes the parent DNA helix to kink up. This kinking represents a force that pushes back against the unwinding activities of helicase. Eventually, this overwhelms the ability of helicase to move forward."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"If the two DNA strands are interlocked, topoisomerase and ligase cut them to allow [...], and then [...].","If the two DNA strands are interlocked, topoisomerase and ligase cut them to allow the rings to separate, and then rejoin the DNA strands in each DNA helix."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"If the two [...] are [...], topoisomerase and ligase cut them to allow the rings to separate, and then rejoin the DNA strands in each DNA helix.","If the two DNA strands are interlocked, topoisomerase and ligase cut them to allow the rings to separate, and then rejoin the DNA strands in each DNA helix."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"If the two DNA strands are interlocked, [...] and [...] cut them to allow the rings to separate, and then rejoin the DNA strands in each DNA helix.","If the two DNA strands are interlocked, topoisomerase and ligase cut them to allow the rings to separate, and then rejoin the DNA strands in each DNA helix."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"If the two DNA strands are interlocked, topoisomerase and ligase [...] to allow the rings to separate, and then rejoin the DNA strands in each DNA helix.","If the two DNA strands are interlocked, topoisomerase and ligase cut them to allow the rings to separate, and then rejoin the DNA strands in each DNA helix."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,Torsional strain is not an issue in [...] because they have freely rotating ends.,Torsional strain is not an issue in linear chromosomes because they have freely rotating ends.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,[...] is not an issue in linear chromosomes because they have freely rotating ends.,Torsional strain is not an issue in linear chromosomes because they have freely rotating ends.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,Torsional strain is not an issue in linear chromosomes because [...].,Torsional strain is not an issue in linear chromosomes because they have freely rotating ends.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,Telomers are structures on the [...] of linear chromosomes that consist of 5'-TTAGGG-3' repeats.,Telomers are structures on the end of linear chromosomes that consist of 5'-TTAGGG-3' repeats.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,Telomers are structures on the end of [...] that consist of 5'-TTAGGG-3' repeats.,Telomers are structures on the end of linear chromosomes that consist of 5'-TTAGGG-3' repeats.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,Telomers are structures on the end of linear chromosomes that consist of [...] repeats.,Telomers are structures on the end of linear chromosomes that consist of 5'-TTAGGG-3' repeats.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,[...] are structures on the end of linear chromosomes that consist of 5'-TTAGGG-3' repeats.,Telomers are structures on the end of linear chromosomes that consist of 5'-TTAGGG-3' repeats.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,Telomerase replicates [...] by using a strand of RNA that complements the TTAGGG repeat.,Telomerase replicates telomeres by using a strand of RNA that complements the TTAGGG repeat.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,Telomerase replicates telomeres by using a strand of RNA that complements the [...] repeat.,Telomerase replicates telomeres by using a strand of RNA that complements the TTAGGG repeat.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,Telomerase replicates telomeres by using a strand of [...] that complements the TTAGGG repeat.,Telomerase replicates telomeres by using a strand of RNA that complements the TTAGGG repeat.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,[...] replicates telomeres by using a strand of RNA that complements the TTAGGG repeat.,Telomerase replicates telomeres by using a strand of RNA that complements the TTAGGG repeat.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,Telomerase replicates telomeres by using a strand of RNA that [...] the TTAGGG repeat.,Telomerase replicates telomeres by using a strand of RNA that complements the TTAGGG repeat.
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"In the [...]s, Friedrich Miescher isolated phosphate-rich chemicals from white blood cells, which he named nuclein, because they were isolated from the nuclei of the cells.","In the 1860s, Friedrich Miescher isolated phosphate-rich chemicals from white blood cells, which he named nuclein, because they were isolated from the nuclei of the cells."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"In the 1860s, Friedrich Miescher isolated phosphate-rich chemicals from white blood cells, which he named [...], because they were isolated from the nuclei of the cells.","In the 1860s, Friedrich Miescher isolated phosphate-rich chemicals from white blood cells, which he named nuclein, because they were isolated from the nuclei of the cells."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"In the 1860s, [...] isolated phosphate-rich chemicals from white blood cells, which he named nuclein, because they were isolated from the nuclei of the cells.","In the 1860s, Friedrich Miescher isolated phosphate-rich chemicals from white blood cells, which he named nuclein, because they were isolated from the nuclei of the cells."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"In the 1860s, Friedrich Miescher [...], which he named nuclein, because they were [...].","In the 1860s, Friedrich Miescher isolated phosphate-rich chemicals from white blood cells, which he named nuclein, because they were isolated from the nuclei of the cells."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"In 1928, British bacteriologist Frederick Griffith reported the first demonstration of bacterial transformation, a process in which external DNA is taken up by a cell, thereby changing its [...] and [...].","In 1928, British bacteriologist Frederick Griffith reported the first demonstration of bacterial transformation, a process in which external DNA is taken up by a cell, thereby changing its morphology and physiology."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"In 1928, British bacteriologist Frederick Griffith reported the first demonstration of [...], a process in which external DNA is taken up by a cell, thereby changing its morphology and physiology.","In 1928, British bacteriologist Frederick Griffith reported the first demonstration of bacterial transformation, a process in which external DNA is taken up by a cell, thereby changing its morphology and physiology."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"In [...], British bacteriologist Frederick Griffith reported the first demonstration of bacterial transformation, a process in which external DNA is taken up by a cell, thereby changing its morphology and physiology.","In 1928, British bacteriologist Frederick Griffith reported the first demonstration of bacterial transformation, a process in which external DNA is taken up by a cell, thereby changing its morphology and physiology."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"In 1928, British bacteriologist Frederick Griffith reported the first demonstration of bacterial transformation, a process in which [...] is taken up by a cell, thereby changing its morphology and physiology.","In 1928, British bacteriologist Frederick Griffith reported the first demonstration of bacterial transformation, a process in which external DNA is taken up by a cell, thereby changing its morphology and physiology."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"In 1928, British bacteriologist Frederick Griffith reported the first demonstration of bacterial transformation, a process in which external DNA is [...] by a cell, thereby changing its morphology and physiology.","In 1928, British bacteriologist Frederick Griffith reported the first demonstration of bacterial transformation, a process in which external DNA is taken up by a cell, thereby changing its morphology and physiology."
BIO 171: Cellular Biology,3,14: DNA Structure and Function,"In 1928, British bacteriologist Frederick Griffith reported the first demonstration of bacterial transformation, a process in which external DNA is taken up by [...], thereby changing its morphology and physiology.","In 1928, British bacteriologist Frederick Griffith reported the first demonstration of bacterial transformation, a process in which external DNA is taken up by a cell, thereby changing its morphology and physiology."
